slope,aspect,twi,rainfall,ndvi,landcover,river_proximity,landslide
32.9652,183.23506,14.107101,18787.973,0.4630788,10.0,54.624603,1
30.217594,136.27264,14.245268,18378.709,0.45879403,10.0,54.63166,1
40.634445,181.2219,13.992194,18787.973,0.34819514,30.0,54.62691,1
37.073784,189.76077,14.137309,18787.973,0.24495517,30.0,54.627975,1
30.182817,118.239204,14.413049,18787.973,0.32561013,30.0,386.89578,1
42.641117,208.48564,14.041631,20381.895,0.74548346,10.0,268.10434,1
43.772892,208.52423,13.886133,20381.895,0.48467866,10.0,232.74362,1
12.3723545,35.732185,15.513706,20381.895,0.48353893,50.0,750.8818,1
32.73625,136.90482,14.140613,19091.73,0.5161191,50.0,319.32785,1
29.769567,208.68059,14.5959425,19091.73,0.592641,10.0,130.55463,1
24.872032,114.77262,14.119395,19091.73,0.4721285,30.0,266.2677,1
33.043953,79.96812,14.075111,19091.73,0.52797467,30.0,212.40369,1
31.895351,109.76413,14.426827,19091.73,0.60079366,30.0,467.57098,1
37.454823,134.21207,14.082906,19091.73,0.45035088,10.0,55.664024,1
34.58058,153.1683,14.082023,19091.73,0.3982824,30.0,85.49709,1
31.657413,166.26227,14.672196,19091.73,0.38179138,30.0,85.49524,1
38.42148,180.0,14.062638,20381.895,0.4489959,30.0,133.61798,1
46.52627,183.97958,13.835452,20381.895,0.40580025,30.0,193.09276,1
41.6797,164.50017,14.227183,20381.895,0.439421,30.0,1065.2382,1
33.53039,197.68771,14.757638,20381.895,0.34923798,10.0,1533.818,1
29.64968,185.5355,14.629007,20381.895,0.32978624,30.0,795.2947,1
37.874195,217.72931,14.736356,20381.895,0.6769724,10.0,1797.931,1
35.302265,68.54476,14.790138,20381.895,0.54463935,60.0,1463.9202,1
32.648983,90.0,14.76544,20381.895,0.6889133,10.0,1622.0994,1
33.159016,60.29573,14.7232895,20381.895,0.7266951,10.0,957.8772,1
32.530212,152.66113,14.400264,20381.895,0.74279886,10.0,971.5664,1
23.729635,92.1104,15.037645,19091.73,0.6326646,10.0,1309.3795,1
37.421097,111.07943,13.904879,19091.73,0.49219063,30.0,174.55951,1
42.033817,127.62845,13.826717,19091.73,0.66077286,10.0,278.56766,1
31.018253,199.5664,14.326977,19091.73,0.4323178,30.0,116.99961,1
34.2817,133.52362,14.265511,19091.73,0.43476596,30.0,627.01385,1
33.31812,196.17085,14.40413,19091.73,0.67304844,10.0,255.74426,1
43.411526,129.28026,13.749279,19091.73,0.70843315,10.0,251.70746,1
44.34825,131.48409,13.798795,19091.73,0.66193575,10.0,225.18753,1
31.934769,92.97746,14.390987,20381.895,0.6676295,10.0,340.6647,1
29.17003,136.4693,14.431643,19091.73,0.49401477,30.0,458.31866,1
34.293312,143.8073,14.724097,20381.895,0.47320282,30.0,1371.4845,1
29.030443,253.04207,14.923776,19577.6,0.22438489,10.0,1566.7958,1
38.872673,267.69824,14.604341,19577.6,0.24990126,10.0,1527.151,1
32.20254,253.57648,14.784622,19577.6,0.58125466,10.0,1546.9698,1
45.18737,220.89896,14.431993,19577.6,0.4012927,60.0,672.6844,1
59.50204,117.852234,13.741601,19577.6,0.6572539,10.0,1284.7839,1
20.130865,228.51518,15.034911,19577.6,0.5397414,10.0,1163.5963,1
33.763973,225.39592,14.689526,19577.6,0.7294701,10.0,1232.028,1
27.750887,213.8291,14.929011,19577.6,0.6281565,10.0,1587.5394,1
28.236345,185.87004,14.760693,19577.6,0.5440023,30.0,1568.1864,1
27.149792,198.74109,14.939065,19577.6,0.34851754,10.0,1931.4965,1
33.340363,306.19516,14.6674385,19577.6,0.43077913,60.0,1172.1012,1
30.203787,41.3362,14.934957,19577.6,0.7799715,10.0,1022.9329,1
30.571917,63.995438,14.908626,19577.6,0.7485091,10.0,963.2644,1
23.91954,308.3479,15.070217,19577.6,0.7065141,10.0,814.09033,1
24.214378,322.36304,15.047919,19577.6,0.66839355,10.0,724.59,1
26.306509,301.5946,14.8755245,18973.291,0.56969434,30.0,605.24695,1
34.48231,260.50378,14.624981,18973.291,0.60397565,10.0,575.41504,1
52.765953,306.19342,13.966595,18973.291,0.5353607,10.0,396.4079,1
26.941763,290.5089,15.150355,18973.291,0.7214384,60.0,306.90842,1
19.497398,111.454094,15.011596,20381.895,0.5820401,10.0,277.96317,1
25.076763,231.4874,14.334601,19091.73,0.47932285,30.0,111.27215,1
22.643303,67.16621,15.465765,19091.73,0.43796366,30.0,338.97986,1
30.110632,127.88622,14.407681,19091.73,0.4686217,30.0,388.2461,1
32.304913,150.51172,14.068982,21680.863,0.58741766,10.0,229.79372,1
24.323828,145.455,14.3051195,21680.863,0.20213069,30.0,190.13448,1
24.32239,158.61952,14.581783,21680.863,0.4312814,10.0,586.64703,1
39.985844,195.18704,14.25909,21680.863,0.44316837,60.0,473.47806,1
25.076872,101.97947,14.749197,21680.863,0.6239507,10.0,594.3711,1
31.745798,137.1028,14.292132,21680.863,0.57118636,30.0,250.9978,1
26.074186,283.38937,14.964697,18973.291,0.6530381,60.0,217.40503,1
31.21181,351.3099,14.816553,18973.291,0.5562054,10.0,159.2183,1
33.69346,333.93628,14.460399,18973.291,0.660302,10.0,296.00302,1
38.561478,162.62769,14.637816,18973.291,0.46724752,30.0,109.50897,1
12.52145,98.382355,15.660652,18973.291,0.31206208,60.0,40.928192,1
32.362766,175.02742,14.615084,18973.291,0.26755553,30.0,21.107182,1
33.18271,171.95248,14.871431,18973.291,0.7363642,10.0,1641.0106,1
31.777388,173.21016,14.55366,18973.291,0.31627038,60.0,82.27747,1
30.281048,176.40433,14.478127,18973.291,0.3918928,60.0,82.27965,1
39.942444,219.35341,14.642335,18973.291,0.44099742,60.0,1712.2039,1
34.365097,173.85153,14.485918,18973.291,0.53911406,10.0,37.05979,1
43.06542,148.06612,14.099922,20869.682,0.5261436,10.0,66.89192,1
38.987556,151.63765,14.178632,20869.682,0.11393794,60.0,66.89331,1
47.451015,146.31456,13.974625,20869.682,0.23817526,60.0,96.72842,1
40.41519,142.9809,14.028738,20869.682,0.5439494,10.0,96.729256,1
41.8422,163.36455,14.130008,20869.682,0.79404354,10.0,156.40077,1
38.0392,186.71997,14.775125,18973.291,0.60989356,10.0,1510.1218,1
42.02936,194.10979,14.502729,18973.291,0.35620135,60.0,556.221,1
39.0982,220.80199,14.445793,18973.291,0.7853181,10.0,496.9778,1
32.196007,205.86295,14.934337,18973.291,0.5453537,10.0,1600.9456,1
38.22092,189.3671,14.599511,18973.291,0.6862063,10.0,578.97626,1
32.91384,198.13039,14.646392,18973.291,0.753053,10.0,616.2075,1
34.366356,193.94456,14.841905,18973.291,0.7895978,10.0,774.2273,1
33.966938,204.06102,14.600792,18973.291,0.74131584,10.0,635.6128,1
25.948904,164.72841,14.876205,18973.291,0.70447606,10.0,584.2223,1
25.03761,200.65924,15.203373,18973.291,0.7984863,10.0,1290.061,1
37.602226,154.66188,14.591071,18973.291,0.623916,10.0,1191.7017,1
40.051987,143.97551,14.603839,18973.291,0.7340676,10.0,1427.8287,1
32.250546,39.676125,14.580854,19140.043,0.7095171,10.0,906.5423,1
35.176292,254.00142,14.783492,19140.043,0.5751181,60.0,839.4338,1
31.878866,238.62999,14.763472,19140.043,0.8114572,10.0,749.93176,1
38.279587,61.84992,14.580959,19140.043,0.7124843,10.0,681.63544,1
39.52125,40.06831,14.625193,19140.043,0.7750913,10.0,623.9986,1
32.12165,277.40714,14.834809,19140.043,0.8183659,10.0,544.80475,1
32.215855,261.1331,14.516894,19140.043,0.79994977,10.0,481.42154,1
25.978188,64.412735,14.808616,19140.043,0.71685046,10.0,510.12906,1
38.803173,52.847588,14.477706,19029.756,0.61542475,10.0,503.03912,1
13.960384,54.12235,15.381484,19140.043,0.73707944,10.0,411.33542,1
56.28408,61.62075,14.068083,18900.357,0.6208252,30.0,431.0324,1
29.58233,90.0,14.599161,18900.357,0.450811,30.0,286.94064,1
31.96288,294.5251,14.79951,19140.043,0.7450518,10.0,93.573364,1
25.511095,86.1099,14.958659,19029.756,0.7414411,10.0,227.4728,1
52.653122,43.213234,14.315853,18900.357,0.6888745,10.0,366.11185,1
34.426075,290.74924,14.772561,19140.043,0.3877977,60.0,25.764256,1
40.546986,330.50656,14.554203,19140.043,0.77946955,10.0,55.596516,1
32.362797,355.0267,14.623441,19140.043,0.80216664,10.0,85.43168,1
41.141712,10.873988,14.441849,19140.043,0.8145107,10.0,69.80235,1
30.544647,309.12003,14.301315,19140.043,0.6335608,60.0,145.10089,1
46.808235,94.3578,14.374165,19642.3,0.75391006,10.0,1511.9406,1
46.613976,72.18102,14.739502,19642.3,0.7627725,10.0,1668.8738,1
42.64535,32.47198,14.665238,19642.3,0.5561329,10.0,1030.159,1
30.299738,36.547077,14.949985,19642.3,0.7171768,10.0,931.0314,1
50.156128,105.67397,14.371341,19642.3,0.67330617,30.0,713.0935,1
39.8357,70.738655,14.479007,19642.3,0.7474595,10.0,594.22296,1
38.594448,63.499462,14.578038,19642.3,0.8172526,10.0,554.5926,1
36.127357,37.026028,14.846511,19642.3,0.78903276,10.0,579.99225,1
34.80843,35.41913,14.679774,19642.3,0.7735227,10.0,579.9896,1
39.164623,353.54498,14.570694,19642.3,0.7838616,10.0,550.15924,1
22.114275,5.171189,14.629552,19140.043,0.7843968,10.0,89.63146,1
26.785519,353.75232,15.133556,18900.357,0.7526618,10.0,128.19704,1
41.345886,196.93933,14.484802,19140.043,0.53291374,30.0,353.94382,1
43.61906,194.46776,14.314436,18900.357,0.71550786,10.0,280.71173,1
25.561499,191.0381,15.076133,19140.043,0.6014909,30.0,28.984777,1
31.200075,195.7937,14.814632,19140.043,0.605942,10.0,14.911527,1
36.285492,172.83478,14.725925,19140.043,0.4693123,30.0,30.677122,1
39.14805,166.99812,14.643426,19140.043,0.49624547,30.0,120.18479,1
38.28442,241.85524,14.768629,19140.043,0.49587873,30.0,179.87003,1
34.29834,36.207474,14.8342905,19642.3,0.8169519,10.0,460.64713,1
40.25596,212.73503,14.819858,19140.043,0.59540105,60.0,90.343994,1
34.166843,149.15675,14.746963,19140.043,0.476294,30.0,179.84792,1
38.993484,1.296304,14.365999,19642.3,0.7005275,10.0,251.80981,1
55.534718,180.0,14.089029,19140.043,0.5605184,30.0,358.85492,1
50.503895,137.20824,14.1300535,19642.3,0.5299044,10.0,76.36703,1
52.225765,143.4052,14.258515,19642.3,0.5068431,30.0,136.03731,1
40.58981,146.23349,14.337312,19642.3,0.5407975,30.0,165.87415,1
52.406727,136.29175,14.399382,19642.3,0.51589036,30.0,165.87254,1
45.407505,155.45984,14.507289,19642.3,0.74726635,10.0,566.2608,1
34.659008,221.47505,14.891299,19140.043,0.6397223,10.0,447.5202,1
29.498499,230.98692,14.957133,19140.043,0.49440265,30.0,498.27435,1
38.22113,189.36967,14.501951,18900.357,0.7598547,10.0,76.35001,1
35.072224,211.4501,14.756395,19140.043,0.39605916,30.0,242.08896,1
33.226265,222.15062,14.706601,19140.043,0.25318238,60.0,301.5425,1
33.68114,202.62917,14.692228,18900.357,0.51088655,60.0,165.8548,1
28.882471,229.78957,14.724164,19140.043,0.4703893,60.0,282.265,1
33.612335,176.84082,14.752378,18900.357,0.5528716,30.0,225.52612,1
43.41394,221.16399,14.594974,19140.043,0.2315155,50.0,326.49496,1
32.53798,159.84859,14.330522,18900.357,0.5286311,30.0,255.36151,1
41.362514,214.17207,14.313312,18900.357,0.55260557,30.0,255.36449,1
50.9617,199.07182,14.071747,18900.357,0.5256577,30.0,285.19797,1
30.53686,188.93102,14.754993,19140.043,0.42510206,50.0,315.80847,1
39.986595,195.19264,14.53487,19140.043,0.49055502,60.0,315.04892,1
31.729378,210.23737,14.832658,19140.043,0.48404115,30.0,344.87704,1
33.695385,206.07224,14.787748,19140.043,0.4446751,60.0,441.56104,1
27.026556,190.3427,15.184029,18900.357,0.4408695,30.0,523.86615,1
28.628864,222.1515,15.080696,18900.357,0.38235947,30.0,523.86694,1
38.872513,271.15067,14.739492,18935.898,0.66939723,10.0,762.5606,1
35.789246,262.25742,14.74895,18935.898,0.49243414,30.0,852.0658,1
30.981346,213.30219,14.152763,18900.357,0.46852815,60.0,111.34189,1
33.879387,214.94572,14.179734,18900.357,0.44574693,30.0,111.32997,1
38.540028,185.27724,14.299388,18900.357,0.7742158,10.0,278.85034,1
42.39108,192.75117,14.204653,18900.357,0.7137759,10.0,318.48358,1
25.561646,191.04002,15.221962,19089.688,0.56186724,10.0,187.6527,1
29.841726,215.0835,14.668265,19089.688,0.5370671,10.0,157.81853,1
27.635193,216.49872,14.746109,19089.688,0.43599558,30.0,233.5904,1
40.20005,119.87079,14.239517,19089.688,0.81486446,10.0,194.66484,1
50.702953,122.89996,14.077243,19089.688,0.52675736,10.0,313.5458,1
54.726925,126.541756,13.876481,19089.688,0.5873458,10.0,333.3584,1
35.150463,344.92178,15.182667,18935.898,0.65334624,10.0,1327.2719,1
23.77401,352.83386,15.48554,18935.898,0.7360523,10.0,1599.5398,1
32.29014,341.40613,15.093888,18935.898,0.7839324,10.0,1348.5074,1
28.060526,335.6467,15.359374,18935.898,0.77493364,30.0,1288.8433,1
31.025364,5.2422614,15.182941,18935.898,0.8000298,10.0,1288.8423,1
27.026627,10.343657,15.300705,18935.898,0.76865166,10.0,1109.8356,1
24.661846,9.18297,15.260454,18935.898,0.74984664,10.0,1050.1666,1
57.087772,213.05165,14.530137,18935.898,0.40554807,30.0,1557.1936,1
42.04776,243.33932,14.951223,18935.898,0.7249382,10.0,1306.2262,1
40.306625,263.42517,14.520847,18935.898,0.7667616,10.0,917.6082,1
40.198578,240.12749,14.502099,19089.688,0.35741922,60.0,811.4606,1
28.493382,237.53374,15.062592,19089.688,0.49217647,30.0,570.3773,1
36.042343,244.99652,14.682153,19089.688,0.26239243,60.0,709.0382,1
36.94651,221.12045,14.709966,19089.688,0.45772412,30.0,491.13028,1
33.856873,227.49797,14.833519,19089.688,0.49950695,30.0,431.7034,1
28.961596,211.979,14.70698,19089.688,0.36517704,30.0,609.9588,1
31.443188,248.24435,14.823751,19089.688,0.5088261,30.0,662.2842,1
32.2019,240.76628,14.661045,19089.688,0.57050943,10.0,660.2953,1
37.08232,15.463366,14.501961,19089.688,0.72116053,10.0,244.60262,1
45.41674,22.281672,14.219668,19089.688,0.44692752,60.0,95.426956,1
22.086023,276.8737,15.17492,18973.291,0.58029974,10.0,1514.7445,1
19.356169,97.946045,15.09668,18973.291,0.7181427,10.0,1573.7644,1
23.60368,202.15813,15.1346035,18973.291,0.54449856,10.0,1692.6521,1
43.899506,149.08334,14.648552,18973.291,0.6883727,10.0,1691.9977,1
40.089466,180.0,14.481922,18973.291,0.7911288,10.0,1477.173,1
16.915934,217.02193,15.478163,18973.291,0.6213301,10.0,1781.649,1
51.308258,235.21764,14.402715,18973.291,0.60820276,10.0,1737.3367,1
46.13848,195.30626,14.415978,18973.291,0.5917664,10.0,1467.1666,1
33.558727,129.38065,14.897321,18973.291,0.7131485,10.0,1871.003,1
23.00178,162.42409,15.160507,18973.291,0.29981908,10.0,2308.8845,1
44.486973,171.42337,14.137776,20869.682,0.5229814,10.0,28.616215,1
39.706665,159.34076,14.320269,20869.682,0.46246615,10.0,172.68767,1
49.43512,133.85771,13.837301,20869.682,0.5560244,10.0,245.28203,1
46.53755,138.74063,14.121166,20869.682,0.54007757,10.0,384.13434,1
33.851475,132.51273,14.440265,20869.682,0.5917557,10.0,425.5619,1
36.983192,149.2942,14.4547615,20869.682,0.5584511,30.0,386.6265,1
43.618935,165.5332,14.30541,20869.682,0.6513349,10.0,454.55157,1
33.612328,176.84111,14.326993,20869.682,0.41868365,30.0,74.1204,1
35.17214,171.02898,14.283524,20869.682,0.5175857,30.0,74.11901,1
39.29636,165.74924,14.297402,20869.682,0.5811714,30.0,74.1164,1
34.520187,129.45416,14.856448,18973.291,0.33455688,10.0,2353.6128,1
40.317524,124.90965,14.802625,18973.291,0.3095306,60.0,2347.5715,1
31.025307,174.75914,14.947329,18973.291,0.4830197,10.0,2414.6057,1
37.412365,100.98017,14.840515,18973.291,0.76263577,10.0,1189.5525,1
42.35527,128.42204,14.693826,18973.291,0.5632473,10.0,1050.1478,1
26.690228,130.08997,14.94578,18973.291,0.62095064,10.0,952.4196,1
35.541183,184.41125,14.635607,20869.682,0.5823034,10.0,135.19307,1
40.802666,85.698326,14.702879,18973.291,0.76924485,10.0,192.1364,1
14.421194,67.80852,15.060042,18973.291,0.76372766,30.0,102.64521,1
35.072113,148.5503,14.625865,20869.682,0.53416437,30.0,72.8,1
32.197067,154.1322,14.24468,20869.682,0.42281598,30.0,193.44348,1
33.31899,163.82262,14.412074,20869.682,0.62821174,30.0,193.44615,1
38.335915,142.97418,14.286407,20869.682,0.6540613,10.0,253.12321,1
43.200207,181.11755,14.541956,20869.682,0.4906307,10.0,179.9136,1
29.723125,200.66362,14.703124,20869.682,0.5799967,30.0,295.34436,1
26.743933,201.31314,14.893054,20869.682,0.50886947,30.0,434.0556,1
40.66206,157.43086,14.332197,20869.682,0.43129137,30.0,278.19385,1
29.944399,229.73509,14.8523,20869.682,0.5541691,10.0,434.05563,1
32.002724,229.64078,14.787665,20869.682,0.54994947,30.0,453.8717,1
30.773,225.0254,14.773971,20869.682,0.5680665,30.0,473.68774,1
38.017544,162.26794,14.651275,20869.682,0.5965682,10.0,23.492039,1
31.339142,10.39689,14.878061,18973.291,0.6935355,10.0,602.3302,1
34.809246,132.47052,14.823411,18973.291,0.7093452,10.0,1075.8187,1
30.82438,167.5923,14.709825,18973.291,0.560667,30.0,14.996689,1
39.556847,168.48842,14.37357,19997.1,0.5139005,30.0,46.53711,1
26.665186,118.91547,15.018947,18973.291,0.77268076,10.0,839.9012,1
36.245445,154.86662,14.581757,20869.682,0.68851,10.0,333.21054,1
35.34086,196.50652,14.516589,18973.291,0.5847512,10.0,325.46005,1
43.90119,149.0777,14.315064,20869.682,0.5486331,30.0,225.54721,1
34.270992,157.89445,14.490187,20869.682,0.5831996,30.0,228.36494,1
38.60063,166.73654,14.409128,20869.682,0.5991044,10.0,337.6132,1
36.023785,168.37546,14.467701,20869.682,0.5761226,30.0,376.41357,1
33.470295,146.35405,14.509254,20869.682,0.7898309,10.0,329.08694,1
32.49057,195.00133,14.68746,20869.682,0.5528601,10.0,632.21484,1
31.608469,181.70549,14.723736,20869.682,0.41430193,30.0,506.56082,1
40.726532,152.09354,14.474006,20869.682,0.73995864,10.0,448.42444,1
15.982375,73.58483,14.613223,20869.682,0.80855393,10.0,537.9277,1
48.478725,161.07458,14.239587,20869.682,0.59049606,60.0,716.93506,1
53.442406,169.83014,14.263505,20869.682,0.5366436,10.0,947.4825,1
52.439983,161.09709,14.2890835,20869.682,0.52627957,30.0,1066.3442,1
27.61683,188.0482,14.248471,20869.682,0.4482668,10.0,19.87343,1
29.547504,181.85114,14.166352,20869.682,0.43750077,30.0,19.872066,1
36.340214,161.11984,14.1112795,20869.682,0.4283066,10.0,35.227566,1
27.071276,104.677765,14.937734,21680.863,0.5920656,10.0,1746.3473,1
59.898983,290.8913,13.43805,20869.682,0.07108366,60.0,96.63441,1
42.17626,164.7625,14.052312,21680.863,0.5505851,30.0,26.706316,1
51.144066,172.36815,14.065899,21680.863,0.5592923,10.0,92.64419,1
45.26756,164.20403,14.708978,22415.598,0.79702544,10.0,1668.968,1
28.959227,263.2804,14.896672,22415.598,0.6747119,10.0,1376.0603,1
34.449604,121.275345,14.711804,21541.99,0.7465718,10.0,989.69574,1
47.160095,172.19067,14.355883,20869.682,0.5492213,30.0,269.8763,1
36.071453,180.0,14.606485,20869.682,0.47122392,30.0,558.82544,1
17.834545,104.57066,15.331705,18973.291,0.78910583,10.0,1086.0135,1
44.8778,187.39824,14.584795,20869.682,0.5975982,10.0,720.69904,1
32.197735,154.12915,14.929407,18692.38,0.75707245,10.0,1145.0764,1
31.2003,164.20448,14.87237,18692.38,0.6696469,10.0,1169.2988,1
34.584766,153.1506,14.858666,18692.38,0.61484176,10.0,1231.4574,1
42.20421,151.00351,14.656214,18692.38,0.67526877,10.0,1194.1991,1
34.298035,175.37909,14.898392,18692.38,0.40536955,30.0,1128.9152,1
33.821613,172.14308,14.824081,18692.38,0.58976454,30.0,1337.5844,1
46.319546,78.40663,14.305149,21541.99,0.6196399,30.0,1543.8522,1
40.98964,59.802982,14.323264,21541.99,0.7668325,10.0,1160.7871,1
46.510635,76.68299,14.500295,21541.99,0.7060001,10.0,1134.065,1
51.749027,132.56128,14.333241,21541.99,0.43642312,30.0,586.89746,1
45.12322,177.90923,14.3533325,21541.99,0.54693484,10.0,53.76565,1
40.653805,182.44542,14.339476,21541.99,0.6932818,10.0,83.60019,1
31.355886,151.2434,14.806602,21541.99,0.62073445,30.0,608.5473,1
40.730965,175.11754,14.36587,21541.99,0.67347664,10.0,47.541546,1
37.07669,154.12279,14.549602,21541.99,0.47280824,30.0,897.51355,1
43.939545,172.35156,14.629302,21541.99,0.480549,30.0,818.09845,1
42.379574,207.49782,14.72796,18692.38,0.51048195,10.0,1251.1555,1
44.043415,150.49951,14.584388,18692.38,0.48731303,10.0,1210.0863,1
37.336655,175.86871,14.972728,18692.38,0.7340431,10.0,1832.2177,1
40.78851,186.09354,14.784272,18692.38,0.6943838,10.0,1729.8394,1
30.465912,94.73553,15.06004,18692.38,0.7569593,10.0,1695.9076,1
30.418695,93.16098,15.1786585,18692.38,0.5547506,30.0,1526.0132,1
40.529102,56.695744,14.810998,18692.38,0.8268703,10.0,1164.6698,1
41.30869,149.9701,14.54613,18692.38,0.14017452,30.0,272.2761,1
60.389526,139.78148,13.785824,18692.38,0.71560425,10.0,166.29393,1
36.282913,121.95265,14.461092,19089.688,0.5575227,30.0,590.93726,1
51.04108,149.75732,14.233957,19089.688,0.26503596,30.0,608.1639,1
45.706734,164.44841,14.391484,19089.688,0.22401579,30.0,583.899,1
38.80404,133.19167,14.808484,19089.688,0.85940176,10.0,1589.4274,1
30.669516,190.68237,14.969478,19089.688,0.73320293,10.0,1261.4305,1
37.812836,124.27783,14.466423,19089.688,0.59341836,10.0,359.61475,1
39.439106,169.73552,14.695856,19089.688,0.73229563,10.0,1309.9036,1
27.843826,161.80988,15.181381,19089.688,0.76377153,10.0,1990.4303,1
48.539936,189.31538,14.442607,19089.688,0.5641683,30.0,1350.3662,1
53.752583,226.49973,14.393849,19089.688,0.6821751,10.0,1469.2518,1
55.760563,247.31824,14.421684,18935.898,0.820535,10.0,543.6555,1
37.42516,38.493546,14.97867,18659.506,0.7530682,10.0,1162.608,1
40.069958,246.16367,14.632066,18935.898,0.7790456,10.0,225.75314,1
41.2516,241.32133,14.72121,18935.898,0.6705924,10.0,105.425705,1
32.80016,275.76642,15.104994,18935.898,0.62180084,30.0,1502.7135,1
46.91802,242.98903,14.573011,18935.898,0.7058588,10.0,232.7674,1
31.488491,347.91397,15.212102,18935.898,0.78775185,10.0,1192.3862,1
31.65921,19.07832,14.910634,18935.898,0.84674114,10.0,402.8276,1
40.63446,178.77644,14.846423,18935.898,0.49134284,10.0,580.72504,1
39.19987,255.04695,14.801764,18935.898,0.7458242,10.0,288.74725,1
36.33215,213.23589,14.248073,19089.688,0.71640384,10.0,195.14723,1
47.77686,105.33259,14.524302,19089.688,0.5152567,30.0,531.8377,1
30.97694,108.87997,14.515117,19089.688,0.7894858,10.0,591.2598,1
43.05922,106.09157,14.23807,19089.688,0.4860133,30.0,581.6874,1
37.46372,186.8663,14.574854,19089.688,0.85276806,10.0,373.28223,1
47.844643,184.75787,14.32318,19089.688,0.7639156,10.0,95.83753,1
43.5392,188.87411,14.655416,19089.688,0.7915174,10.0,432.6387,1
52.011574,166.76384,14.453268,19089.688,0.796797,10.0,373.19748,1
44.347214,186.45824,14.65529,19089.688,0.78643495,10.0,531.69,1
49.40231,177.29962,14.627677,19089.688,0.66575474,10.0,571.3152,1
37.49251,123.27463,14.84994,19089.688,0.6881861,10.0,749.612,1
35.34186,163.4863,14.908779,19089.688,0.74824005,10.0,610.9175,1
44.226604,86.185684,14.717382,19089.688,0.80968845,10.0,1026.9572,1
45.53242,107.572,14.440266,19089.688,0.7261575,10.0,766.95496,1
41.258175,118.67142,14.74228,18813.666,0.44504926,10.0,1243.8116,1
18.517046,61.097305,15.628217,18813.666,0.575669,30.0,1270.2986,1
50.489147,75.30716,14.138581,18813.666,0.773367,10.0,410.76654,1
38.67705,124.48723,14.572655,18813.666,0.55274945,30.0,595.8615,1
36.079735,38.963963,14.628598,18813.666,0.79278463,10.0,453.84085,1
46.877037,42.02433,14.457084,18813.666,0.7229508,10.0,415.48193,1
37.017166,217.40752,14.49632,19089.688,0.68183076,30.0,1060.7206,1
39.806545,255.37329,14.872394,19009.473,0.8019286,10.0,1513.8362,1
45.574215,194.5663,14.680211,19009.473,0.64764047,10.0,1472.6188,1
38.38935,203.15773,14.8985405,19009.473,0.78495747,10.0,1355.069,1
35.60361,185.87674,15.191562,19009.473,0.72231424,10.0,1298.6813,1
39.538235,272.2478,14.884501,19009.473,0.80442554,10.0,726.8947,1
30.301535,313.829,15.130223,19009.473,0.77918816,10.0,463.4452,1
76.086365,241.75789,13.3111515,19009.473,0.26979408,30.0,448.52432,1
46.14062,195.3219,14.491251,19009.473,0.7621286,10.0,292.35406,1
33.868298,227.52058,14.716269,19009.473,0.3589606,30.0,480.0337,1
43.939716,187.651,14.5613985,18813.666,0.80639476,10.0,315.22818,1
55.015224,126.091484,14.27211,18813.666,0.6242164,30.0,216.18484,1
54.93157,180.0,14.295733,18813.666,0.7291709,10.0,330.94986,1
48.018085,210.74951,14.074036,18813.666,0.5438737,30.0,65.655136,1
49.605362,127.305695,14.3812895,18813.666,0.51099265,30.0,53.22426,1
16.36629,172.82935,14.838675,18813.666,0.82495594,10.0,335.03375,1
37.075073,189.77638,14.636328,18813.666,0.6968365,10.0,83.51875,1
24.400375,177.68428,15.447328,18813.666,0.74050695,10.0,691.57513,1
51.63001,163.9945,14.161096,18813.666,0.61617625,30.0,143.18845,1
40.95887,126.63859,14.700477,18813.666,0.7606279,10.0,86.53391,1
29.534676,180.0,14.985914,18935.898,0.73868704,30.0,712.65375,1
35.96379,156.1657,15.10149,18935.898,0.6814976,60.0,739.1352,1
46.23162,203.81187,14.815669,18935.898,0.6326539,10.0,537.8511,1
47.32754,179.03203,14.667858,18935.898,0.7144263,10.0,718.1119,1
36.913902,128.6768,15.157598,19009.473,0.5344921,60.0,1265.8945,1
43.10792,267.02606,14.837994,19009.473,0.670946,10.0,972.0682,1
39.622852,216.71468,14.989489,19009.473,0.6221645,10.0,148.16832,1
43.08505,218.845,14.968142,19009.473,0.56337744,10.0,105.34519,1
47.844563,333.37643,14.736679,19009.473,0.7770007,10.0,595.7068,1
53.977337,192.31659,14.659911,19798.672,0.55178034,10.0,578.661,1
34.923252,86.01165,14.454087,18813.666,0.43681896,60.0,86.53289,1
42.57581,94.04133,14.364672,18813.666,0.33709446,30.0,185.57034,1
35.21024,80.75987,14.667107,18813.666,0.45966658,30.0,46.91931,1
36.249413,205.15111,14.769225,18813.666,0.660671,30.0,55.90822,1
35.578323,193.33363,14.818062,18813.666,0.6140912,10.0,85.74339,1
28.439346,128.87924,15.214154,18813.666,0.66939056,10.0,145.41318,1
27.233469,112.1748,15.448164,18813.666,0.73792505,10.0,175.25053,1
56.463276,265.07596,14.228433,18813.666,0.5439328,30.0,333.7524,1
35.345715,228.555,14.8464,18813.666,0.73603225,10.0,519.4221,1
40.453617,206.83966,14.478256,18813.666,0.5769079,30.0,185.98837,1
53.596897,241.48164,14.385601,18813.666,0.59370273,10.0,579.5526,1
53.46578,212.90944,13.930429,18813.666,0.34943345,30.0,12.913266,1
53.154076,229.07782,14.111501,18813.666,0.6358596,10.0,41.07373,1
